failures,V,AP,RH,PE,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20
0.0,77.17,1009.17,53.13,430.53,34.1409620986,27.4444592365,37.1174352001,30.9433769091,23.0470012056,34.4873668181,29.3010887874,38.396542239,36.4971359125,43.3091145883,43.4181480439,45.7329639276,30.5701329327,24.7872257836,35.7634423246,29.0296253042,28.8586211448,28.3814754408,35.4784774457,26.869971151
0.0,67.32,1012.34,78.8,446.71,12.201937634,13.2164692662,26.5074215367,19.6529070467,28.0765563074,29.570623543,17.7309650587,23.4048680646,15.9558586842,17.8216126119,24.5555650649,13.9181077238,15.104338146,22.143967944,23.0999374795,23.9146357192,17.3275844968,25.1799643738,18.0006954286,11.4211188059
0.0,69.05,1001.31,86.64,439.01,15.2740682788,19.8137747413,21.8661576045,29.6363510147,22.2525983867,18.3750716268,17.0066581964,14.9175713743,23.1126084368,39.6014592838,24.5287903457,13.3941513399,26.2390092256,24.6818945907,23.2209612382,22.9420356924,22.1119348948,17.9781208812,18.1135103242,33.5204364132
0.0,56.89,1014.39,84.89,441.9,24.8552653706,16.9800910865,17.962257227,26.8302546997,25.007457098,10.8877800309,25.0346628162,21.8420443705,10.0707648729,27.958045374,25.6867507139,16.7008690724,24.8128816408,26.7669623886,19.6913315828,17.1027593936,26.6220426631,24.3110693975,24.4291024541,17.0686870567
0.0,71.14,1010.97,53.88,430.5,20.6348365843,42.5973940558,36.7373739526,25.0600295967,29.9828343009,21.5588214216,22.9460920702,18.4782117144,16.8180683322,26.0261277616,39.2768214174,24.9486730042,20.1038988412,21.3031847449,25.2690588561,36.8966476252,39.2542642337,15.0793163111,29.680654539,29.5248187096
0.0,58.12,1015.53,80.84,455.85,20.050778379,5.57743304368,3.58483462003,19.5565784644,26.1090415958,20.4578809175,25.3883714352,18.2663441256,30.3127809669,12.06791852,21.7434005776,16.1166377071,32.9381417329,18.9687001428,8.74977133565,26.5359675438,23.2749340297,19.9030602966,26.4397080493,18.8353591813
0.0,51.86,1022.37,81.18,442.48,22.1771810264,18.9130964377,21.0389035891,13.1579298477,18.7537080716,19.962624344,15.3937455208,20.2706371889,20.554221974,13.0652086027,16.0107609247,17.6633954791,15.6876011662,16.5301367691,25.8015400626,15.4138569799,14.5177764892,16.3950142159,16.5588353981,22.6621054791
0.0,42.99,1009.78,91.15,469.0,21.9852772867,23.6174794661,24.0976412999,18.4279911579,10.654831007,11.9522330942,9.01824396447,10.0331790391,6.10184876665,11.9239751326,18.0766220847,19.8844621648,9.64711020811,8.02449602978,13.7832173331,17.194193752,18.9740121433,12.9197636147,15.2833829773,30.9329666658
0.0,40.55,1001.19,71.42,460.97,17.8315747021,17.4227678729,17.0204843053,10.2166341733,22.3948143723,20.7539302216,20.5722276121,21.2107016873,14.8418432592,18.3922304136,20.9627009946,15.1018923643,16.327608133,11.7208270046,10.5010116489,13.5258902945,14.6944296842,20.5849794312,15.1788428754,22.0018832775
0.0,43.99,1021.5,82.32,460.25,5.69365084497,13.4193340908,14.9389797585,18.5011838708,21.2255172359,25.24765955,5.92758310627,9.90816474175,19.6247977297,11.9871912588,19.7916551155,17.0996334138,19.1196440975,30.9013934555,21.9140112838,17.4635773311,18.7278714424,17.5560351868,25.7897806957,25.2076669651
0.0,67.07,1005.66,60.12,441.74,27.610191695,22.6812032963,27.1272532748,29.6836242426,15.5052829842,22.774844562,34.8989531074,30.7816246257,11.8336630573,21.9905211068,34.8662626228,31.9474214966,25.3841907426,20.7768713189,31.9624668052,14.9138163865,20.4891200708,17.5803848842,23.0379063763,39.2844357308
0.0,40.78,1025.53,98.68,480.36,9.38081279276,7.09081536313,8.52886109741,9.59169113329,6.38134123915,7.97664803834,4.63076069125,-0.320901556082,3.7742874225,5.14090783629,6.58987863272,4.45615542585,5.7994826082,8.16969956035,9.13652686227,9.11370281685,8.5817829254,9.64764094336,2.66402044486,3.68779483474
0.0,73.42,1010.82,60.58,432.27,11.2121647659,18.2507419413,34.4007141144,24.8641975974,44.7139113565,37.2666694984,44.4758988047,37.5984179197,43.9967628548,13.2216195552,27.1986058612,30.5670285889,16.6889843909,21.4702378102,24.8923312603,31.163479647,34.3511450084,38.5224842364,44.127119445,33.6405615712
0.0,47.45,1009.04,77.56,450.6,18.3517704145,32.3359659853,13.2663441447,17.2128135748,18.6930134145,21.5874177607,18.6341850841,14.2507560719,16.8378058246,24.2953498069,12.548025226,21.3611316016,25.5904491208,23.6894462197,13.9588838501,14.8116355136,16.7037469299,22.2228760864,17.6147316252,27.1803011028
0.0,68.67,1005.82,52.1,436.58,34.4315249568,29.4604512137,42.7696969627,30.4991305493,29.1963552407,26.4088755398,31.4519245324,40.3682649244,34.9913081106,40.6400536221,37.4160829043,29.6968465887,18.9681643347,36.465572427,29.6957755073,40.7992071312,37.0318627026,40.1003313175,31.5934954864,32.2039688899
0.0,45.08,1023.99,79.72,466.71,16.4439119302,17.9920172884,15.1632239888,13.9160692867,13.6497678436,10.7117682333,10.5518395842,12.8986080514,14.4987388361,17.2619255506,14.7956781537,18.4584656064,9.0143795824,14.2155177792,12.0704384424,16.2595080634,11.1440074265,14.2384921102,15.7579670565,14.5570334203
0.0,41.93,1022.97,52.92,471.97,10.5161238553,20.6020687606,15.6852988769,13.1424617168,20.3463477577,19.3141108834,10.5233185364,8.71026671486,14.1114534072,13.0070761134,20.142195316,18.5551401293,10.0477586543,19.4587292547,14.6878951402,16.4708165138,19.7279958433,18.3060508363,14.6938664202,16.8850656903
0.0,51.3,1011.86,71.24,451.67,22.0337515861,22.0177108359,25.7279771305,23.1151908514,19.9884935524,32.5000914704,23.0962324374,24.0361667066,31.4065415981,19.3167023568,19.8064115382,18.3879329137,35.4906310775,28.3959038957,27.6927078148,28.4561197346,20.4633842564,10.4684158566,16.111694637,13.7110459198
0.0,70.32,1009.28,86.52,437.96,17.0673646983,33.2026085796,23.9877966794,16.5930198964,26.6061109937,8.45344565792,30.8459820346,20.7248052524,36.0595664136,27.2058934185,19.4305346756,25.2505641357,16.610411628,17.8783200515,25.4688523676,43.2767558382,27.4256493289,13.693956011,27.9484051648,26.8802285812
0.0,49.02,1008.85,79.32,442.47,27.8645038751,31.6541719318,18.2203367128,20.4295727813,20.9965166653,27.2668250934,27.5502440042,25.2991883915,20.6808582293,23.5760302476,26.7862408732,19.4101769987,28.988323512,18.6922161453,19.1662763771,14.2597402988,19.9064662575,26.8503747411,13.6448159316,35.3605114438
0.0,36.3,1015.97,60.62,480.58,6.27155918951,7.8793770265,4.29707681326,5.9456470799,7.69033080765,12.1583393872,4.60403803476,11.2450381627,6.87801136555,5.33995217626,8.6507907069,7.73170340399,9.72778558705,12.7160224368,8.53641307123,10.6745807093,3.17261945705,16.2949962436,11.921024828,16.0131669855
0.0,42.02,1004.29,95.05,474.93,6.66770812876,7.25500410033,6.69713444198,12.1634972743,7.75053306931,8.92136620854,7.95203251745,10.1780674471,8.36644669579,7.70106157106,5.49384732849,11.1862159793,6.51991387886,11.0476493916,10.1618034749,12.4617287,7.44580914705,8.56628437578,8.96873275157,11.5762218522
0.0,42.86,1015.09,83.48,467.12,8.84799717876,11.5413800801,12.1390330669,17.1586462234,23.5667379034,14.3626414364,13.6232559077,8.95091094407,15.0443666801,15.9938007901,15.2193954968,19.5864200961,19.3091953078,13.0060323696,24.4872058504,10.5741279849,13.2535147198,18.0016473657,20.3274121005,19.7374771668
0.0,68.24,1006.15,34.15,429.41,39.794461531,20.8347998999,33.758568299,32.9235319864,34.3457339303,21.8095133296,38.4905364862,25.8826414193,37.1699920118,20.0839330524,23.6292089262,23.8791873638,25.3648691836,32.8179803617,21.8713590761,23.4174802873,28.1633987913,25.3970291096,28.5811519906,25.8900006778
0.0,25.36,1008.27,95.4,469.51,18.7303214239,18.2568483495,11.5491993956,0.0944226858305,10.6570948308,18.6183799518,13.6131681627,3.62779900173,15.1007635192,11.0557483798,10.8092480159,20.5326475376,2.88200126576,9.92942066784,14.2007216188,8.81890527693,14.7135842958,19.3308841603,11.9285023621,19.7210233649
0.0,70.94,1007.64,59.42,430.91,27.007882008,31.8674760581,30.79482615,33.2922088923,40.023784186,33.6293353358,37.5167106596,39.2437179375,33.0976140682,21.2934603451,30.5321496014,49.5316426998,43.1311230011,36.4870303621,32.2056235473,26.1822682394,40.3083747977,29.9431901551,45.6340870099,36.66567236
0.0,66.48,1004.36,55.9,435.59,22.5978644518,25.1454554468,24.7651778125,24.8398819116,30.5216298063,27.6069239474,32.7444186508,20.6563320694,31.638346175,23.1686552076,27.8366523196,27.3968514595,30.7847975514,25.6590613338,25.1527023693,21.6891560795,32.1159054297,30.1125123072,28.5541441488,17.7300884346
0.0,70.32,1008.46,58.13,433.45,23.9638523954,30.1776751909,27.9771864682,29.9665634949,33.5937925354,29.6462974376,27.8438066279,22.5413937994,33.0153376562,23.7415153737,25.6412495061,24.2960562233,27.0637853143,32.5297254011,24.4895171832,24.4584223933,26.5781314038,28.5533826422,32.8644760065,29.6366977934
0.0,49.21,1012.49,53.77,449.66,23.4258704306,29.967543832,21.5297063347,24.060006242,23.7413517739,20.1357593166,34.6209647695,23.8478346413,28.4158408108,21.0389097077,25.2189038122,18.240157898,23.3643708435,17.637736721,20.1032592194,30.0442174809,23.7217737905,26.8468959385,25.0108203372,27.0881287435
0.0,59.21,1017.87,83.46,450.41,17.8296075195,23.4065390487,17.5311891837,18.8693084297,19.827303198,12.8344582978,11.4471126832,16.8659299593,16.5370417822,20.7543637203,14.7619846872,23.1191206347,14.8641857849,15.633556202,23.3654914574,19.9070014983,25.2278818248,16.2588984928,11.0559966525,15.8986179787
0.0,54.9,1017.08,70.46,454.1,15.5760117759,23.7819293474,36.2431972904,24.6303484016,27.4695220005,19.6936816654,25.3162358828,26.3928465018,20.2632038844,36.663415336,20.5002244225,16.9755061544,14.1829197244,18.7289447908,18.915918756,9.60986661515,30.4335325085,25.3690784889,25.1679739587,26.9317381193
0.0,44.6,1016.97,54.25,460.13,17.945400732,19.2664638853,6.33706930593,9.82675622627,21.1802827065,23.6070221339,19.1822823499,21.1214184429,19.1821242356,16.1279824482,18.6006359908,17.3136182789,18.225197485,21.2081002303,14.2981282368,18.079971924,16.7849026142,23.7587691316,17.1645346799,25.6899965773
0.0,41.74,1021.91,88.55,488.99,4.41362218519,8.61264556301,8.48935824328,3.98035324733,2.90346960028,6.13814653818,2.94281028013,5.88924563096,9.24814314902,2.88776815899,8.68285786955,7.55058068513,10.3936305763,9.87729583745,13.5851907688,10.2526491221,12.1936673241,4.95862213782,8.3691720207,3.49772386554
0.0,69.51,1011.8,50.43,431.12,29.1610616078,17.2961794139,37.17546283,30.4258783859,30.060219765,40.8057900067,40.9716239965,16.7401757915,39.6696562538,22.1104375269,35.1062338361,36.9996183911,33.1244122288,35.7466139969,34.4427807136,21.3980695226,32.4959688739,20.1470627406,31.1608217237,42.2920086208
0.0,43.34,1015.15,81.56,461.27,14.3957415976,15.6021383462,12.3900672622,11.2295381552,14.2537621118,16.4719608822,18.5806714049,14.7981790428,16.3440843204,11.5930638427,16.2861304009,20.8877156157,16.7953519978,11.8063456657,19.2516832437,13.345254914,18.3182662591,13.4271967659,9.94780706489,14.6994489313
0.0,69.23,1012.71,54.54,433.89,20.954502601,22.2506494578,19.6685506087,22.8055961037,25.401844028,28.3515664995,26.8218842188,28.1495828484,36.175104354,24.5740181284,28.9435990668,25.2576951182,25.6219323543,22.8353483792,16.0479987017,25.7279342888,23.1927951302,33.5990099791,33.5369487161,29.5074164892
0.0,51.43,1010.27,86.0,446.91,18.5956286679,23.854169617,26.2120406878,17.7999011869,16.7049432268,19.1274372336,16.9599854527,21.7762048881,18.6084395702,10.8403596173,15.6793224497,20.7789343945,21.9236193072,15.4145554907,20.8809840698,17.2239085868,14.2275183363,10.2861189653,20.2675941873,18.392877529
0.0,43.77,1010.76,63.12,453.46,22.9845956808,19.8077926295,23.5649330988,13.597404412,9.75402951357,23.408027263,16.5820602567,26.8262911332,27.6585441007,18.3387234565,23.3741117079,18.6699299979,26.4104070129,13.395113441,15.2329506856,19.7668900562,22.8248825118,24.4153214223,16.2861950414,22.632035163
0.0,44.77,1018.64,76.1,469.41,10.7324736649,18.2478269129,10.2085979179,17.9326714676,14.6822594641,16.6335606042,3.68753987047,7.22925104759,15.0159742419,7.87013125883,10.2872010809,9.65657698228,18.6984192817,17.2378824842,13.6064815615,21.3505082803,10.8736882572,12.7462745247,15.891560392,14.4822188053
0.0,41.79,1005.78,78.8,454.72,7.07093153569,11.6179783992,17.2682710866,24.0508605988,13.078984148,15.0565098623,15.888558791,9.38124048391,12.916817185,15.6764477934,17.8725559003,18.100780598,18.8675194944,21.1238949339,14.8619041804,19.0141523514,22.2442164126,3.68554179331,14.9679323653,17.2603135649
0.0,35.76,1019.02,55.6,471.72,12.6893277137,9.77788411034,8.52245862915,19.2085790003,13.1338787158,7.16603457818,10.1840442474,6.18820036413,14.1620715104,9.88073489359,6.2881643026,12.4036512675,10.2033859183,5.97926465629,18.3177163799,5.81018243405,8.20636627476,7.34317376818,-0.0649263766588,11.0500642252
0.0,40.67,1019.03,66.21,487.33,6.65797342318,5.67624384653,7.43639591506,13.0442115912,13.2776377931,10.1855269145,11.3176392487,14.4552314092,12.0442123271,5.66716135424,7.69936750734,12.2796513696,9.95936241901,9.80699508554,7.03331533575,12.1821903026,8.00890596814,7.98491172268,9.07976816997,11.3791903457
0.0,42.02,996.03,99.34,475.46,9.22933871997,10.7287869995,9.20844945198,12.5020009782,7.63562620616,10.5785108241,11.0857648498,7.48452126703,6.54057223503,8.02269650229,8.3940029909,10.0063873042,14.2637714507,12.9062213979,8.84960029965,13.113418465,12.2226688061,8.32109319735,11.9749235032,15.9770480191
0.0,48.41,1008.44,82.35,443.5,19.716219401,16.3953049797,25.1346903231,19.7556577417,25.5765045381,22.9509173171,26.1602668466,25.1850970307,31.2084518987,23.4216588276,26.8952208247,21.8058225678,25.5670789832,16.5750523663,26.4445113842,26.9147321297,31.6956685294,15.5611923842,26.3275117218,9.4209934726
0.0,39.13,1008.19,94.81,468.57,12.1594974395,9.89660392055,10.1769534742,15.3486775345,13.0179038831,13.8408979896,18.3437556877,12.886691179,20.954267089,15.0262566203,12.8426841672,10.632558403,12.8514480156,11.8492875117,13.608055912,9.35159177434,8.13569117469,12.0813671961,11.9564756688,12.538593019
0.0,57.19,1007.9,60.04,438.01,39.7302447707,26.051593418,25.5535146384,31.8614426924,25.979206161,25.2294458394,36.8177342633,24.6492867054,33.5261559324,19.198977197,18.8978314106,29.9264873961,22.0138088782,32.2151731465,20.0504210076,13.4016687191,27.316418237,34.0043397268,26.0791288874,22.9163649075
0.0,69.4,1003.98,73.51,433.44,24.9430301929,30.0890098376,38.8310894952,28.2873495084,19.0803152549,37.8205833239,46.3483704492,35.4121688543,33.8282247925,19.9541989703,41.6535424654,27.2236274716,39.5525665095,25.0494430565,27.9509671112,14.6222860865,32.5539131658,51.1489271767,29.3583107953,36.5747102814
0.0,42.86,1030.86,68.36,467.29,15.2265831411,13.2836900777,9.86391381439,21.5900147907,17.1608656606,13.9555425974,22.5654182387,13.8098243876,17.820161445,11.1789875567,12.031643437,11.0283820596,5.3586627322,16.1718684951,13.6669573585,8.79560082483,10.556396205,15.465378391,13.6159281178,14.9559041198
0.0,41.79,1007.61,82.85,457.21,14.9332519118,20.090044006,13.1034936818,18.6888757965,19.5724521522,13.3520703515,9.18680091946,19.5820786742,6.2316391339,23.076400536,16.5653336169,17.2088604517,16.042546477,11.7532884985,4.65371372048,9.27454392911,9.71480579953,21.2288140255,15.7949257425,8.18117168914
0.0,40.69,1015.1,70.25,471.66,13.4274606127,15.1753551645,13.8766583683,11.6306242571,19.6252329458,13.4854347563,13.3910076112,11.7026760446,14.48148941,12.6445794484,16.237118514,13.8810939432,18.2988809054,12.6485259722,16.8483671847,12.0354985437,13.3265214679,18.5253200396,19.0075753819,15.1234202553
0.0,42.23,1013.81,84.98,464.87,10.1213445024,12.0271057337,21.6134990479,18.2931928346,9.44262307303,31.3039266308,11.6253845899,12.7996257409,20.4386278639,15.6663817899,18.6101757718,12.9401822234,11.8420807329,14.5662542583,16.2867095116,24.1608753387,24.4607593228,22.620729447,27.7678827555,10.3602715351
0.0,68.67,1005.33,71.15,434.28,34.1046129877,33.5997512576,22.1452686935,35.291099725,34.0568942923,32.697448363,29.5451762801,28.8554563233,29.5636315146,21.7310743236,27.443111409,23.2019172338,25.1067763677,24.6255235309,26.3172397159,22.1455650538,27.2872020453,26.355581977,8.19061258251,25.0058958526
0.0,66.56,1008.29,60.65,436.3,22.5570986216,27.1466776646,27.0703740833,31.2682509898,23.7258742879,30.1845272379,19.3939107711,26.5526835106,27.9353616597,33.0345813565,14.5284406614,23.7976127502,33.3327896639,23.8604920974,22.4808485546,25.5149632072,23.9248194686,27.7642291394,24.0672094916,25.9922696144
0.0,63.09,1015.59,68.33,443.66,29.9652984249,36.821365715,31.1629498719,32.6364323448,19.8466996329,27.7871181149,34.5162286882,29.625738366,17.2679385737,25.7127245142,28.4827210651,28.860390717,30.3292248522,24.7436357489,26.9840059254,26.1367546819,25.1019294438,20.199196608,29.048652658,28.8734151668
0.0,71.94,1008.25,68.29,428.27,35.7597917587,17.5968761199,30.596999999,29.1941821706,15.5996061592,23.2770288263,20.024132473,27.0869333991,29.5551247769,34.1969192466,20.1436043245,29.5778187062,33.1959842512,36.3357784701,26.680309008,10.2989132226,28.781515064,20.4268147517,29.9982032931,22.7115687945
0.0,41.16,1017.98,95.71,462.94,9.75534505531,14.9579778014,9.0455605766,5.08137148164,13.8915171525,11.6429575825,7.16712447101,12.3763010257,13.4223745803,10.0353441156,7.87886484083,10.2476167235,1.56843147675,16.0292255714,-1.25703616173,11.339483028,12.8032477286,18.5506978465,14.4318527865,8.33663550921
0.0,73.42,1010.19,76.01,440.29,15.9906719146,27.1321229412,23.4486246716,20.7908035751,36.0971093858,22.0570397192,22.6438714285,23.3683785413,26.8845043106,17.3553780417,26.1742673383,29.374817849,24.3146663645,10.9713821534,27.1536856219,21.1899650639,27.1553663893,18.5202761135,24.2243728034,28.6408010298
0.0,61.02,1010.13,66.71,436.17,18.1145707061,3.82366361703,22.1123372585,28.4021765946,33.5017473055,21.570702228,27.8536225482,28.2186262675,31.234035376,20.4883896185,20.378934275,23.035617081,32.0853460438,32.1003542087,18.3317537614,31.6631549369,22.1178304754,24.6395788157,33.9072186512,18.5364672563
0.0,38.62,1016.2,63.63,462.25,13.6516524226,7.89783077848,19.3615032187,12.7605733098,23.0264576695,19.2053049444,12.8934543077,17.3349113957,14.0034118357,13.5579601418,13.1210261315,15.9396545601,14.1190552023,10.2254895552,20.2793599921,18.6341321327,12.7218246462,21.5267181637,10.8821803761,19.8335673926
0.0,41.4,1030.72,87.36,476.9,7.47594215975,8.32617910464,4.05678548164,7.35806936495,11.3378106763,11.065542843,14.4654798288,7.54173370409,9.54607863693,8.91235906458,14.0535042939,15.9711944514,9.95327676945,8.62262518866,3.62702219497,16.1792181994,8.09083841401,4.00352949857,6.36346068913,9.93358611419
0.0,41.66,1009.25,71.4,469.93,16.3212691383,17.0668176133,11.4467362728,17.8900183047,12.4587868892,8.73759959145,14.8676848371,12.2776536309,14.9066975541,13.776170313,17.8600689121,8.69650746577,19.1624691699,12.4200764749,11.8585474681,11.8279269192,13.4961540727,12.4028385801,19.5702018605,16.1981482302
0.0,37.5,1008.8,100.13,472.9,19.6927235795,8.73623429169,9.10575389358,9.92925474706,13.2755398959,8.40785317111,10.5826057684,9.68144207986,13.8114967978,15.4547842494,14.1247618122,5.46087649071,7.32074723934,7.58956805238,7.7433638805,8.91942358406,9.29513410195,11.1142637104,6.91882146787,8.70660349276
0.0,76.86,999.31,71.74,431.74,20.2755247872,17.3063796388,40.4092600169,54.6948808342,21.0913158141,20.3255060488,23.7267225046,26.0224513891,30.8223006331,25.7331068023,42.35410495,27.1635013032,37.2060563803,19.2270847668,34.6300507271,32.415476067,18.2828528997,36.5062780495,36.1699293473,24.7495937623
0.0,25.88,1009.34,65.47,460.97,18.9087381203,21.0818922246,21.7254321625,25.8554927208,15.4228162361,18.035261079,17.045520336,11.3235969246,-0.832755632573,15.7668925478,14.7870280666,23.6862130903,9.19539114618,13.5023148753,10.4307609081,17.2377431846,8.37010027348,31.8721624257,16.0292194738,22.3294199427
0.0,51.86,1014.34,67.22,442.81,15.4290418136,35.1779587027,18.4564305229,10.2374675195,28.7448696423,19.0304350391,30.7926478708,18.4527561121,22.7157845814,25.2794052695,25.6533473545,14.2086044867,24.0610706971,22.378057238,33.1574860978,32.9223767087,15.5245738081,24.1821940927,20.4784993386,24.3213018013
0.0,72.24,1011.16,73.14,435.65,16.402047148,10.9221342261,18.0364078949,32.8617035901,26.5970942602,19.8885359549,31.3826252228,28.7171171988,26.0659145017,37.7258357015,29.2255143499,25.4335227861,25.9770579231,26.2464499628,17.4274078205,27.1149184736,18.870055143,28.9861343443,28.8270730061,32.2002067096
0.0,41.49,1020.02,86.47,469.6,11.513069721,16.2448348027,25.6312403012,16.9831080289,14.8545668779,15.1254497973,19.1557112515,16.4293511998,9.72690534221,4.6791581578,18.6557884291,10.717477753,12.113513697,12.4948711926,13.7543725188,13.9903200387,6.13904498906,20.2507938271,14.2846796721,6.3971115993
0.0,47.43,1007.39,68.15,450.0,13.6690749109,17.411418711,24.2017375903,19.26955867,20.9834678961,24.4524548823,13.2178598747,10.7411565024,17.4869807414,19.4127574779,13.3134180792,24.1644587321,22.5826443071,20.9797681749,26.8891431212,20.7807580982,13.0818668073,9.82471224181,24.1682898453,10.8495798091
0.0,63.87,1016.91,55.65,447.02,28.255014485,28.2839291017,24.379981257,24.370620058,15.6830237424,32.119552432,19.6425176822,23.1789777432,25.1128062069,29.64688188,13.6221173394,32.351947056,11.1456562016,19.8561095601,21.3405803014,17.0102259886,20.8425355549,39.9714061419,26.8821435188,21.4145084881
0.0,45.87,1008.15,86.12,457.41,14.9725678977,21.646972733,24.8937892783,17.9235934827,12.9163645248,20.9133331355,19.2895175221,23.6986781813,21.9160712163,12.6859865534,13.820582464,17.2770684361,21.6313798516,7.50850276828,16.5507374473,26.0670211956,6.88270679973,12.8933999082,20.5416564318,20.4093295394
0.0,44.58,1016.98,59.65,463.69,22.2412118609,25.3843435951,22.5887622833,25.5345176892,22.998874673,16.3137811643,22.9966959516,18.7219015081,16.1104524322,14.7422341896,22.8912420313,30.2058457493,19.1368475832,13.0886360475,17.73290171,21.8148843462,7.23678009936,26.8945236838,18.79022426,17.6854299726
0.0,58.96,1014.33,61.8,453.88,13.5786366807,15.6137432314,21.5873995083,26.1093708852,22.4871513533,28.1360982026,15.3293933139,19.7808344922,11.0216973234,19.0371504918,18.8326043109,31.3857077691,23.7284510629,17.9043680627,17.6437734733,18.3858124131,16.5775097321,18.4657983806,14.2736646961,35.4454349951
0.0,35.57,1025.37,78.32,486.06,5.02455579412,5.36828359157,4.83680260205,7.10781455897,4.64899405197,8.8383678275,5.84284596533,6.55711706164,11.8400444336,7.87398428067,3.31268620634,8.97898995032,6.64014448602,7.60902651264,6.47611012256,6.03308082344,6.45053271618,4.90343441293,3.81490056882,3.30174062684
0.0,43.71,1024.47,87.42,467.07,9.37951275993,17.2701933306,2.64999606547,10.0285914764,6.52604262056,17.7089594904,13.9571111136,16.5792825405,12.2025522477,15.573395534,6.81568722302,17.8887297325,14.5752926699,14.8667022109,9.88414896261,9.1676887606,13.0621692161,5.79457679483,16.4947197735,13.7812274781
0.0,44.47,1025.35,81.54,469.25,11.5049629048,12.0815507629,15.0936236682,12.1142549312,18.5867904054,14.2748429216,18.7414601043,17.7836799498,13.0522452264,13.3611632408,18.1122118563,9.66948203184,16.57505564,11.2061846825,8.32815049248,15.9294176883,13.1842550914,17.2149322695,14.1447415828,4.18531166578
0.0,45.87,1009.21,84.09,464.5,7.30030033184,5.59121892966,19.0142881201,9.95122056827,7.41138119048,18.3853498337,14.6392683185,13.9034936582,13.3806718802,17.5756446347,20.1475374282,7.04439035149,10.5758714231,12.1824034937,17.8639983396,11.3528169157,11.0937474011,14.0598698465,13.3648196613,10.3163094653
0.0,62.91,1011.07,91.34,443.76,25.5728380186,18.3820933524,27.788414796,15.7524566655,24.4420198943,19.3017699748,20.1300713142,21.3256371352,17.4975048319,5.68884665657,18.0443400927,10.1734585911,31.7538185338,21.0734075252,25.0505884767,13.0513509501,14.0187597832,19.1973006457,28.3424940729,33.4141148845
0.0,41.26,1020.6,91.14,475.43,10.4533374629,14.1133854678,13.026427705,14.8704724798,8.22459668908,9.69338356188,13.7849241184,9.420032076,11.343541284,16.2595797702,12.5949419527,10.2265519745,7.52408147681,17.1807188377,9.05348793464,8.70662051101,8.10131899448,14.6822331601,7.81592718041,13.8239066494
0.0,43.13,1015.71,54.36,466.87,7.93279096436,10.9810963572,6.67634319549,15.5667458984,20.9529230873,15.8608023971,7.7969270621,8.03597151946,16.3100731175,10.163136151,19.2356486258,18.8445552508,22.6915993114,22.5266990567,10.1884812586,25.9082965996,10.8500730539,13.1445035115,9.76086839206,5.37262594426
0.0,71.58,1010.14,87.57,433.76,23.9226238951,9.50927041297,26.1059469478,20.3988223753,28.9574086669,22.7081433072,33.0909554307,26.260845972,20.3261229989,22.9966036068,17.8960579188,22.2749397537,21.6233125435,11.8181715204,35.2996432973,28.3633062775,37.7166651043,25.6844138146,16.2606474784,20.1995315522
0.0,71.58,1010.16,89.96,436.27,30.9498278237,12.0123581502,31.5522796617,33.1753391794,8.25863242976,5.54058240098,26.0562128929,28.3238896968,18.242012494,28.0602003421,13.9247224717,13.9454360703,25.1330539757,24.9992707912,32.2090685938,25.0821281441,21.368251767,26.6878432298,14.657270267,32.0849653719
0.0,43.56,1013.9,51.16,464.67,23.5031946889,22.9267824324,17.5881235029,16.0833413657,10.5724134896,23.2807029208,20.2782908006,20.5053361107,18.8429908427,15.8618023405,21.9050725896,22.8975335264,17.7028330725,20.4408652783,18.2270603153,16.4497569135,17.5349482857,15.621589279,31.9627442026,13.9409658714
0.0,69.13,1000.38,58.49,426.31,34.7968506107,28.6286885476,27.6359909721,31.0677365034,25.1326194648,27.3614791236,25.4673826244,38.8921695054,28.1362105114,37.5959548204,21.4212035172,40.0352851254,23.4978179625,24.6434875444,30.9240407184,37.8423971478,25.7719298352,33.3672509499,26.6086073362,31.4560522107
0.0,37.14,1012.74,73.48,475.01,16.8887401739,12.3374059176,9.94577832207,7.15180858647,5.73454591651,15.2835200496,8.83795416265,-2.2266689246,8.31562003869,13.3999130363,5.25865770114,4.01586060865,14.8068864798,8.49261421766,8.44823266454,9.11141878823,9.0745453955,15.2897744512,13.3787717168,13.831376808
0.0,41.78,1009.77,61.69,467.78,15.9862708446,11.8208903343,14.5519316076,15.2494235282,9.83061101641,10.2788489365,11.1104359729,5.22501557401,15.641830131,13.6245646993,12.4533188648,6.02662167655,15.4713297569,22.370998675,10.4505506965,20.6306251594,16.8890898792,9.37306855013,13.7039417291,18.2427101117
0.0,41.82,1033.19,73.19,477.67,11.1789652555,5.90839143995,17.0312956179,9.72037608529,7.24255289665,6.42313318084,7.4682950961,13.5554022508,5.34994150172,8.39301808963,10.5207472649,12.5991955539,1.94983430854,7.03656771079,13.1178101395,11.2959441662,8.99560863666,10.3414380802,5.33916382394,15.0886390392
0.0,62.44,1011.52,78.12,440.66,36.857307756,23.8464655392,14.8402267592,38.320341786,35.9887974595,32.2092005657,18.0497351484,25.1889368822,13.6055120036,34.9599642845,40.8704823606,32.6563062753,26.8958664189,16.0463830502,31.2488285317,19.092899768,36.1236502076,22.8935730668,33.9317499675,11.7533671034
